"","Country","Year","GDP","Corporate income tax rate","Taxes_on_income_prof_k_corp_tax_rev_gdp","Taxes_on_income_prof_corp_tax_rev_gdp","Unemployment rate","Unemployment rate men","Unemployment rate women","Gini","Pre_tax_national_income_Top_10%","Net_personal_wealth_Top_10%","Inflation","Interest_Rate","Net_operating_surplus_mix_income","CAPN","CAPN_ICT","CPNK","CPNK_ICT","Wages_LC","Wages_LC_C","Wages_PPP","Growth"
"213","Estonia","2014",37680.017,21,1.719,0.344,"7.3208582506286968","7.7957688274533812","6.8125821406864784",34.6,0.3849,0.6665,-0.106175146521716,-0.0301,5181.7,63012.1,1575.3,64280.35,1691.26,13034.6685639247,14991.0315649347,23958.7400470747,3.01136418779281
"214","Estonia","2015",38378.235,20,2.057,0.185,"6.1639269567538371","6.1930948046732617","6.1331164652758794",32.7,0.3588,0.6556,-0.492326006547338,-0.199,4761.3,65874.3,1761.9,65874.3,1761.9,13574.5667256569,15695.4871938683,25084.6044824345,1.85301933382886
"215","Estonia","2016",39589.286,20,1.697,0.176,"6.7355623458227392","7.360231111195958","6.0683798056534091",31.2,0.3541,0.6534,0.148684907627356,-0.3504,4804.3,66527.7,1713.2,67441.1,1729.6,14455.8204923608,16551.9887058695,26453.4693925694,3.15556721146764
"216","Estonia","2017",41882.314,20,1.534,0.169,"5.7403579705920871","6.1553735847559814","5.2960974394341962",30.4,0.3539,0.6603,3.41723549488057,-0.3423,5621.7,71979.2,1756.1,69564.36,1783.92,15419.4125330351,16931.1152371803,27059.3912712127,5.79204181656623
"217","Estonia","2018",43467.226,20,2.006,0.276,"5.3530092438218739","5.3852605056175067","5.3185521358973258",30.3,0.3555,0.665,3.43632688420445,-0.3605,6174.7,NA,NA,NA,NA,16847.9060461374,17853.3993519139,28533.3902591232,3.7842035184589
"218","Estonia","2019",45092.772,20,1.836,0.337,"4.4335954192304694","4.0459719459729424","4.8450803211629712",30.8,0.4076,0.6642,2.27725931243518,-0.4562,NA,NA,NA,NA,NA,18329.177281525,18904.2184498145,30212.814486472,3.73970494459434
"219","Estonia","2020",44844.31,20,NA,NA,"6.7769062809010698","6.978664878389278","6.5640430458430057",NA,0.4008,0.6642,-0.444531097679859,-0.4725,NA,NA,NA,NA,NA,19290.2177403259,20033.2596574821,32017.2536726462,-0.551001832400101
"220","Estonia","2021",48437.894,20,NA,NA,"6.178183744806967","6.7847636433686951","5.5460826780599284",NA,0.4014,0.6642,4.65316673847481,-0.4922,NA,NA,NA,NA,NA,20765.870744236,20765.870744236,33188.1162985511,8.01346703740118
"221","Finland","2000",194703.908,29,5.711,5.711,"9.7318007662835235","8.9781021897810209","10.56451612903226",27.2,0.346,0.5697,3.04210080667796,4.8268,34421,402319,5375,545074,3721,26597.2142706544,36882.2396899008,40413.1353230781,5.77336257972392
"222","Finland","2001",199785.718,29,4.034,4.034,"9.0632140137090627","8.4905660377358494","9.6955128205128212",NA,0.3376,0.5612,2.57844080098894,3.3389,37158,426567,5631,555953,4079,27458.6629584355,37076.24471683,40625.7132866879,2.61001951743054
"223","Finland","2002",203196.357,29,4.033,4.033,"8.9802130898021311","8.8986141502552876","9.0692124105011924",NA,0.3325,0.5641,1.57122012789382,3.0945,37186,429641,5579,564722,4220,28058.4744264673,37275.4299864552,40843.9674199349,1.70714855603442
"224","Finland","2003",207267.974,29,3.263,3.263,"8.9660434948492949","9.0313182811361976","8.8942307692307701",27.7,0.3258,0.5703,0.877440386254743,2.0567,36965,437753,6047,573792,4782,28876.4240480964,37983.8448506195,41620.2018897247,2.00378444776941
"225","Finland","2004",215542.301,29,3.374,3.374,"8.7853323147440801","8.6194302410518642","8.9671737389911925",27.9,0.3378,0.5722,0.187120559084453,2.0535,39486,456274,6569,583950,5274,29913.6539519916,39237.4626198596,42993.8338865253,3.99209141688239
"226","Finland","2005",221534.054,26,3.187,3.187,"8.3712121212121211","8.0903790087463552","8.6750788643533117",27.6,0.3213,0.5698,0.623874450025199,2.2757,39177,484845,7106,594540,5836,30869.2619525988,40063.56349486,43899.0209557652,2.77985016036365
"227","Finland","2006",230456.138,26,3.248,3.248,"7.6375889180082366","7.2609633357296914","8.046875",28,0.3336,0.5698,1.56666380704384,3.5011,41177,511464,7684,605121,6377,31944.7191485001,40892.7876914607,44807.6303556323,4.02740970920886
"228","Finland","2007",242668.785,26,3.722,3.722,"6.8274582560296864","6.4331665475339523","7.2530864197530871",28.3,0.3311,0.5588,2.51066565240339,3.8791,48006,553535,8224,619586,7154,32995.9832948601,41439.2482981947,45406.405989497,5.29933683085499
"229","Finland","2008",244571.296,26,3.331,3.331,"6.3439677301063444","5.9774964838255977","6.7432950191570873",27.8,0.3406,0.5371,4.06595355358378,2.4864,46897,594698,8813,633222,7905,34412.0342531268,41793.5571916817,45794.6343991341,0.783994941912285
"230","Finland","2009",224823.515,26,1.922,1.922,"8.2222222222222232","8.8634739099356672","7.5326671790930053",27.5,0.3228,0.5392,-9.17360403259616e-07,0.3546,35524,592222,8869,640024,8277,35363.2000528198,42153.9264616063,46189.5033711431,-8.07444754269119
"231","Finland","2010",231986.299,26,2.423,2.423,"8.3952451708766702","9.0455840455840466","7.6863354037267086",27.7,0.3264,0.5516,1.1841352315465,0.4981,39783,583217,8801,647428,8624,36367.8253678434,42737.3015805438,46828.7275024312,3.18595855064359
"232","Finland","2011",237896.533,26,2.603,2.603,"7.7321494635590087","8.3333333333333321","7.0707070707070701",27.6,0.3235,0.546,3.41680754255211,0.627,40936,609735,9055,655938,9011,37582.7955165043,42749.4278161326,46842.0146347727,2.54766511017101
"233","Finland","2012",234571.82,24.5,2.096,2.096,"7.6099002585888433","8.1502480510276403","7.0216049382716053",27.1,0.3177,0.5419,2.80833622561575,0.0734,37850,646600,9343,664028,9340,38673.2127318827,42783.5411527546,46879.3937880133,-1.39754579777755
"234","Finland","2013",232456.694,24.5,2.349,2.349,"8.1201334816462722","8.6305278174037081","7.5675675675675684",27.2,0.3153,0.5481,1.47828615688804,0.1686,38307,663296,9578,669712,9521,39218.9823988632,42355.8248638183,46410.7303768431,-0.901696546499071
"235","Finland","2014",231608.441,20,1.912,1.912,"8.5311572700296736","9.1363311920057111","7.8764478764478767",26.8,0.3205,0.5478,1.04119621178439,-0.0301,40164,672450,9949,674584,9968,39706.8548716998,42341.8611353826,46395.4298405516,-0.364907968621457
"236","Finland","2015",232867.602,20,2.151,2.151,"9.2654115909929864","9.6797153024911022","8.8190184049079754",27.1,0.3293,0.5498,-0.207928839905218,-0.199,42930,679443,10370,679443,10370,40202.3244544712,42673.4942702777,46758.811643577,0.543659373796321
"237","Finland","2016",239414.576,20,2.206,2.206,"8.7596615381612022","8.9238472536058122","8.5806003009383787",27.1,0.329,0.5541,0.356684500891696,-0.3504,45175,698837,10841,688012,10773,40637.9352679488,43048.2817266881,47169.4791171538,2.81145764536193
"238","Finland","2017",247057.67,20,2.707,2.707,"8.5868151198215017","8.7693171145611331","8.3870320920987851",27.4,0.3386,0.5588,0.754015047084413,-0.3423,51235,729041,11305,698362,11135,40819.9982062833,42801.1222261015,46898.6579732219,3.19240963841734
"239","Finland","2018",249873.431,20,2.543,2.543,"7.3124417883697639","7.3286851969629527","7.2947258860978357",27.3,0.3359,0.5592,1.08382098409299,-0.3605,51950,766044,12165,709674,11884,41651.0829366952,43116.8762099628,47244.6404457039,1.1397181071124
"240","Finland","2019",252933.753,20,2.528,2.528,"6.6504241593484448","7.089029664454138","6.1702196678870607",27.7,0.3312,0.5576,1.02409392963429,-0.4562,NA,NA,NA,NA,NA,42497.3327334451,43561.0903053846,47731.3810694198,1.22474886095432
"241","Finland","2020",247356.211,20,NA,NA,"7.7018619869988676","7.8990600021980217","7.4842315474533976",NA,0.3398,0.5576,0.290554555653313,-0.4725,NA,NA,NA,NA,NA,42833.877346196,43694.5636629536,47877.6324062913,-2.20513946195231
"242","Finland","2021",254710.679,20,NA,NA,"7.6074697554471697","8.0920624864034281","7.071940884421994",NA,0.3469,0.5606,2.19457432339993,-0.4922,NA,NA,NA,NA,NA,45364.6735437316,45364.6735437316,49707.6290980261,2.97322956648944
"243","France","2000",2280840.035,37.766667,2.995,2.995,"8.5571657415341065","7.3972036641641994","9.9237260629665691",31.1,0.3325,0.6022,1.6759598872093,4.8268,301662,4029358,102334,6696201,95138,25606.051626165,33024.5178485968,40596.6445951239,3.92366918064795
"244","France","2001",2326085.547,36.433333,3.289,3.289,"7.7934098482043694","6.6657513558042156","9.1135578236759613",NA,0.333,0.5937,1.63478079549599,3.3389,314410,4221602,111783,6762113,102673,26275.3781807302,33232.3925694435,40852.1825018759,1.98372140552152
"245","France","2002",2352498.981,35.433333,2.796,2.796,"7.9186182669789229","7.2098396303343302","8.7456390738978751",NA,0.3275,0.5792,1.9234122872706,3.0945,315629,4413079,114200,6812800,106958,27212.3431192009,34128.8003272038,41954.1258314029,1.13553149556629
"246","France","2003",2371863.83,35.433333,2.424,2.424,"8.5266252858542959","7.7993483573174043","9.3625653429039559",31.4,0.3348,0.5718,2.09847219146922,2.0567,320134,4647271,114617,6850566,112957,27902.0700194055,34407.4384284166,42296.6523148312,0.823160781636909
"247","France","2004",2438981.716,35.433333,2.693,2.693,"8.8666402564194904","8.142442056895737","9.6930906847624918",30.6,0.3377,0.5653,2.14208964640242,2.0535,336073,4912208,118293,6847895,118427,28961.595513339,34968.4069884055,42986.244252655,2.8297529205123
"248","France","2005",2479547.348,34.933333,2.354,2.354,"8.8666428316052919","8.1772868112622916","9.6464492532764403",29.8,0.3357,0.5571,1.74586936380481,2.2757,339214,5218191,125533,6873307,122783,29846.1958084516,35389.69816637,43504.1324562404,1.66322001242916
"249","France","2006",2540279.486,34.433333,2.9,2.9,"8.8157988207714713","8.2265315708246654","9.4785299222700168",29.7,0.3347,0.5601,1.67512449608728,3.5011,354809,5559541,132592,6844703,126280,30832.4992003349,35784.8132036803,43989.842643363,2.44932358516913
"250","France","2007",2601874.563,34.433333,2.893,2.893,"7.9942218933868867","7.6167568651032278","8.4153249850924272",32.4,0.3416,0.566,1.48799805953858,3.8791,383658,5944182,138212,6873091,132155,31600.9162041814,35915.8025429881,44150.8662706574,2.42473622841357
"251","France","2008",2608507.937,34.433333,2.841,2.841,"7.4186778593913951","7.0868235606967156","7.7871272512547982",33,0.3397,0.5611,2.81286194914787,2.4864,383061,6201498,144864,6837555,140164,32408.6997572318,35846.9205647541,44066.1904791078,0.25494595682397
"252","France","2009",2533557.317,34.433333,1.432,1.432,"9.1054146866002981","9.009783183500792","9.2110064958762123",32.7,0.3239,0.5657,0.0876204781574529,0.3546,330033,6300254,145265,6959098,142861,32944.3107666046,36987.4501765675,45468.229882477,-2.87331385643394
"253","France","2010",2582947.437,34.433333,2.336,2.336,"9.2503711888401643","9.0573986308583461","9.4632870941971099",33.7,0.3274,0.5826,1.53112270420924,0.4981,350901,6538772,148754,7005899,146949,33976.1786572566,37734.1278861289,46386.1118555352,1.94943764124047
"254","France","2011",2639583.742,36.1,2.627,2.627,"9.1975436417580916","8.9118693189303126","9.5117357287742674",33.3,0.3345,0.576,2.11159795174997,0.627,353215,6813150,153306,6985548,150423,34538.83580408,37666.3687551134,46302.8163666344,2.19270064069833
"255","France","2012",2647849.196,36.1,2.583,2.583,"9.7704491806643627","9.7914896398457429","9.7473442434682749",33.1,0.3248,0.5713,1.95419531613507,0.0734,343379,6985897,159393,7007560,155971,35257.204742254,37910.274371359,46602.6466219276,0.313134751835424
"256","France","2013",2663109.457,38,2.637,2.637,"10.295169032785211","10.38850799869409","10.193484137146109",32.5,0.3241,0.5777,0.863715497861826,0.1686,340398,7107309,162978,7080783,159682,35801.077621445,38229.6221748003,46995.2170551426,0.576326666301578
"257","France","2014",2688573.658,38,2.308,2.308,"10.27961085788149","10.53114152858733","10.00778540590275",32.3,0.3258,0.5853,0.507758822937957,-0.0301,351887,7184159,167005,7133518,165979,36087.786585187,38492.6319266488,47318.5317957179,0.956183041334147
"258","France","2015",2718495.127,38,2.084,2.084,"10.351145038167941","10.79545454545455","9.8707900868460072",32.7,0.3247,0.5872,0.0375143805125363,-0.199,378956,7241809,174356,7241809,174356,36535.3617301146,38859.8734108934,47769.9773576127,1.11291237682728
"259","France","2016",2748275.273,34.433333,2.029,2.029,"10.052104479631881","10.24587491032414","9.8432116993601912",31.9,0.3228,0.5854,0.183334861123848,-0.3504,375051,7403973,183386,7317532,183635,37049.0244332841,39309.3217866094,48322.4788674439,1.09546438778664
"260","France","2017",2811249.802,44.433333,2.323,2.323,"9.4010179660902686","9.4591962604687403","9.3381940549635445",31.6,0.32,0.5863,1.03228275064674,-0.3423,372111,7648555,195844,7346803,196643,37866.6460909492,39854.8172567174,48993.0499210396,2.29141999051854
"261","France","2018",2863681.468,34.433333,2.097,2.097,"9.0564645922746774","9.0254814238475003","9.0896465523227548",32.4,0.321,0.589,1.85081508315494,-0.3605,380328,7911506,210390,7381741,209923,38454.1449535956,39803.9372296489,48930.5037126329,1.86506606288415
"262","France","2019",2916458.311,34.433333,2.221,2.221,"8.443472767162568","8.5042800724517296","8.378851747706813",NA,0.3242,0.589,1.10825492288292,-0.4562,408657,8148431,225824,7417384,223893,39151.8358824441,40187.9162135432,49402.5244825536,1.84297183851456
"263","France","2020",2689424.091,32.023,NA,NA,"8.0093232910832572","8.0637472307166203","7.9516092446839117",NA,0.3103,0.5877,0.476498852725083,-0.4725,NA,NA,NA,NA,NA,37934.7094597657,38536.7848742525,47372.8084858398,-7.78458650150066
"264","France","2021",2872751.081,28.4075,NA,NA,"7.8599755791579176","7.9616805332842269","7.7536024748350352",NA,0.3117,0.5933,1.64233141038392,-0.4922,NA,NA,NA,NA,NA,40114.7494711619,40114.7494711619,49312.5814817124,6.81658912082675
"265","Germany","2000",3284329.661,42.2,1.758,1.758,"7.7483493966760273","7.4931079676413432","8.0728568145253963",28.9,0.3229,0.5718,1.44026818676794,4.8268,440788,6838215,NA,8745943,NA,27993.2775828819,37161.5611982893,47630.9362473236,2.91250297207577
"266","Germany","2001",3339554.629,26.375,0.583,0.583,"7.8336020963515427","7.754143521654699","7.9338842975206614",30.1,0.3239,0.5698,1.98385693617829,3.3389,470013,6947494,NA,8881865,NA,28786.7668474955,37432.5652587428,47978.289176264,1.68146847911685
"267","Germany","2002",3332943.185,26.375,0.988,0.988,"8.5668878181680572","8.7438647518632973","8.3460906049781709",29.9,0.3241,0.5698,1.42080560518857,3.0945,477795,6995795,NA,8961071,NA,29328.8419732001,37653.0970712338,48260.950516707,-0.197973823892196
"268","Germany","2003",3309608.693,27.958,1.232,1.232,"9.2669467928922202","9.6327541148961533","8.8160497315625879",30.1,0.3165,0.5694,1.03422776551069,2.0567,476980,7043082,NA,9027566,NA,29861.740085449,37777.8896029351,48420.9003393179,-0.700116704809659
"269","Germany","2004",3348499.512,26.375,1.508,1.508,"10.289075209610809","10.533000680426399","9.9888330541596879",30.3,0.3289,0.5786,1.66573340932676,2.0535,517580,7165580,NA,9083303,NA,30179.5624385199,37773.0178155243,48414.6560431125,1.17508813299458
"270","Germany","2005",3373000.723,26.375,1.747,1.747,"11.147660818713449","11.34225520074202","10.90820153269199",31.8,0.3481,0.5877,1.54690965159041,2.2757,534536,7267356,NA,9138063,NA,30617.4703580302,37909.564087648,48589.6709394897,0.731707169500705
"271","Germany","2006",3501729.336,26.375,2.18,2.18,"10.29284269338214","10.340285400658621","10.23521254466905",31.2,0.3531,0.5927,1.57742825864226,3.5011,593683,7466411,NA,9224115,NA,31006.2181719185,37902.3009181631,48580.3615468933,3.81644190356137
"272","Germany","2007",3605956.739,26.375,2.19,2.19,"8.6366144471367221","8.5045662100456632","8.7956841381498911",31.4,0.3691,0.6006,2.29834179696226,3.8791,628131,7908539,NA,9318967,NA,31490.4123671237,37786.9739577798,48432.5439923966,2.97645514541847
"273","Germany","2008",3640569.565,15.825,1.905,1.905,"7.5107707036859743","7.3929620053464218","7.6525499709930918",30.9,0.3676,0.6052,2.62838174873985,2.4864,605754,8217033,NA,9406974,NA,32251.5848542616,37956.2941861154,48649.5661179795,0.959879125161071
"274","Germany","2009",3433281.492,15.825,1.33,1.33,"7.7256093185677717","8.0755711775043935","7.3074702084098897",30.5,0.3725,0.5965,0.31273762987172,0.3546,495758,8333178,NA,9428487,NA,32278.0587271818,37963.9115393878,48659.3294771171,-5.6938363434349
"275","Germany","2010",3576788.625,15.825,1.499,1.499,"7.0578943589498122","7.4803843780305037","6.5560035607687066",30.3,0.3669,0.5909,1.10380916115812,0.4981,561530,8484329,NA,9471512,NA,33100.6195382265,38296.3635356264,49085.4418181365,4.17988252155818
"276","Germany","2011",3717184.471,15.825,1.689,1.689,"5.8185787048265833","6.0231729858888237","5.5803454249566906",30.8,0.3679,0.5875,2.07517452479837,0.627,598306,8767026,NA,9540940,NA,34366.5192545658,39069.1078496739,50075.8882356451,3.92519269991807
"277","Germany","2012",3732740.798,15.825,1.721,1.721,"5.3740805265195508","5.54456336001439","5.1754845468831849",31.1,0.3632,0.5824,2.0084909216701,0.0734,571405,9049791,NA,9605479,NA,35304.9851942413,39590.0567096473,50743.6018929134,0.418497578513102
"278","Germany","2013",3749074.947,15.825,1.77,1.77,"5.2309684846740554","5.5051205223379993","4.9138778254797497",31.5,0.3776,0.5833,1.5047209800535,0.1686,578641,9301207,NA,9651438,NA,36131.9085572931,39962.8909096155,51221.4731511943,0.437591300439399
"279","Germany","2014",3831912.387,15.825,1.731,1.731,"4.975681861529659","5.2844624349450653","4.6190207059548891",30.9,0.3826,0.5871,0.906797948515676,-0.0301,613575,9550368,NA,9714021,NA,37069.5422582543,40632.9928011569,52080.3601151976,2.20954345194636
"280","Germany","2015",3889081.896,15.825,1.721,1.721,"4.624167546092826","4.9739624074564812","4.2208971786436891",31.6,0.3817,0.5874,0.51442053951781,-0.199,619434,9776809,NA,9778559,NA,38130.8990960256,41567.3373872257,53277.9337901734,1.49193152729564
"281","Germany","2016",3975808.417,15.825,1.974,1.974,"4.121768194412752","4.4506862116543546","3.7410219063904888",31.6,0.381,0.5877,0.49174862477081,-0.3504,643644,10014301,NA,9856787,NA,38987.1675375907,42203.9607642233,54093.9104742941,2.22999986421473
"282","Germany","2017",4082369.271,15.825,2.02,2.02,"3.7454955253725482","4.1171346097215791","3.314369285621054",31.2,0.3781,0.587,1.50949655801608,-0.3423,664437,10394085,NA,9938927,NA,39992.6818439835,42648.6303573821,54663.8550180622,2.68023110832909
"283","Germany","2018",4122426.809,15.825,2.135,2.135,"3.383460865967399","3.792264778811298","2.9101481419132842",31.7,0.3737,0.5906,1.73216766075662,-0.3605,646744,10917604,NA,10025957,NA,41155.8194251846,43256.1773079822,55442.5636927834,0.981232596584468
"284","Germany","2019",4165984.532,15.825,1.999,1.999,"3.1363923716722582","3.4916695151838919","2.726760684899622",NA,0.3745,0.5873,1.4456670146976,-0.4562,631058,11443916,NA,NA,NA,42364.8231713211,43950.2393065074,56332.1609469743,1.05660391361966
"285","Germany","2020",4011976.886,15.825,NA,NA,"3.9397808508774599","4.2888788988533051","3.539441859606471",NA,0.3728,0.5854,0.506689889953274,-0.4725,NA,NA,NA,NA,NA,42322.7456545314,43629.1941848827,55920.6690928235,-3.6967887138569
"286","Germany","2021",4117371.008,15.825,NA,NA,"3.5688427088128849","3.910889962949228","3.1763343332013281",NA,0.3781,0.5894,3.14296967309964,-0.4922,NA,NA,NA,NA,NA,43722.4645573498,43722.4645573498,56040.2161468624,2.62698726824121
"287","Greece","2000",298105.707,40,3.982,3.982,"11.350259706560919","7.4821715435584544","17.226580313198141",34.2,0.4025,0.4974,3.15118162493827,6.158210526,61477.4126,422175.9196,8519.1042,454573.4856,8011.7367,13901.5875162704,17329.2350530389,27453.1233512965,3.91977069009474
"288","Greece","2001",310422.279,37.5,3.221,3.221,"10.79242708159288","7.2497823055435511","16.25167037932987",NA,0.3983,0.498,3.37396832213867,3.3389,65660.4328,451782.9209,9268.3045,472099.6828,8470.9555,14597.7134831297,17911.6981370554,28375.8663831811,4.1316122807404
"289","Greece","2002",322599.747,35,3.276,3.276,"10.3527231852424","6.7943605582563764","15.73893828857859",NA,0.3774,0.494,3.62935871878871,3.0945,67061.2539,483856.8224,9982.2049,486689.2437,9092.547,16273.883665849,19540.4191578066,30956.100245246,3.92287178588751
"290","Greece","2003",341292.89,35,2.729,2.729,"9.7919566903777291","6.222837949633206","15.11561959675838",32.8,0.3628,0.4899,3.53065027765554,2.0567,74844.3705,516015.2239,10814.0053,506592.7787,9724.9683,17418.7138737669,20401.1520349592,32319.6806789271,5.79453120277867
"291","Greece","2004",358565.993,35,2.715,2.715,"10.590366535016299","6.6471994253932127","16.302648935441521",33.6,0.3712,0.4921,2.89884810758168,2.0535,82629.0858,546920.7253,11350.9056,526159.1521,10502.3183,18324.1733561354,20775.2918641833,32912.3962172002,5.0610790632058
"292","Greece","2005",360714.313,32,3.256,3.256,"9.9937871643483263","6.2223115052913673","15.430535378210919",34.6,0.3747,0.4947,3.54507273335083,2.2757,81885.6989,560549.026,11862.1058,540109.0091,11233.7213,18804.5745918721,20705.9384955942,32802.5260136467,0.599142150103456
"293","Greece","2006",381103.45,29,2.548,2.548,"9.0077081858463099","5.6885902648170408","13.75760637481096",35.1,0.3664,0.494,3.19594684144545,3.5011,89726.0259,613617.2284,13312.5065,561818.7224,12700.1916,19642.9403026045,20952.2287319922,33192.70112636,5.65243359223175
"294","Greece","2007",393579.812,25,2.279,2.279,"8.3964532559657226","5.2403115242240004","12.90559757218668",34,0.3556,0.4942,2.89500321516574,3.8791,94751.9518,650285.7301,14481.9071,587184.3648,13839.4644,20362.5927294178,20956.0980030647,33198.830858902,3.27374680024544
"295","Greece","2008",392260.641,25,2.144,2.144,"7.7597206116965456","5.1265420657883869","11.51253106658918",33.6,0.3315,0.4934,4.15279708110295,2.4864,95458.7842,689929.132,15723.2077,607724.7115,15006.6815,20916.0726426105,20631.7830151412,32685.048263139,-0.335172424951505
"296","Greece","2009",375390.555,25,2.51,2.51,"9.615900498103505","6.9661526749228386","13.282787399457071",33.6,0.325,0.4832,1.2100726919781,0.3546,90683.4015,698310.7324,16513.1081,621101.9308,15714.3908,22111.5285996679,21605.882168695,34228.2245278187,-4.30073380724425
"297","Greece","2010",354824.281,24,2.551,2.551,"12.713070718765691","10.033833097363839","16.33466021918462",34.1,0.3374,0.505,4.71298907760393,0.4981,81004.5022,681587.9316,15663.0077,623138.8258,15701.3534,21025.2865422773,20619.0368228534,32664.8556355899,-5.47863384575565
"298","Greece","2011",318812.047,20,2.107,2.107,"17.864720559402031","15.1181710615577","21.512647352657229",34.8,0.3143,0.5175,3.3298532335065,0.627,69424.5209,653477.354,14540.8151,613284.7294,14446.9953,20275.523686779,19310.9831581443,30592.6257594606,-10.1493150069964
"299","Greece","2012",296218.799,20,1.108,1.108,"24.43929599691505","21.537443698202068","28.210153362617",36.3,0.3177,0.5444,1.50152696177748,0.0734,64162.6186,637384.8604,13089.9828,601283.0853,12961.3371,19277.3066119487,18187.2254302254,28812.3590929224,-7.08669832667899
"300","Greece","2013",288765.938,26,1.153,1.153,"27.466247962928339","24.47339964950849","31.346774903005759",36.1,0.3332,0.5801,-0.921269454256898,0.1686,63696.4773,617364.4292,11858.5738,587541.5405,11790.0035,17706.750622563,16998.6886875662,26929.4689535767,-2.51599865543982
"301","Greece","2014",290139.58,26,1.888,1.888,"26.49137092976051","23.596076007180251","30.1671928882331",35.8,0.3573,0.5942,-1.31226096405516,-0.0301,60317.2143,588496.2254,11102.7761,575412.0826,11047.6686,17213.0699201454,16928.7104730152,26818.6088636713,0.475693916503404
"302","Greece","2015",289570.644,29,2.158,2.158,"24.897063108243021","21.717317530204159","28.852524694001978",36,0.3546,0.5907,-1.73588804765278,-0.199,60568.805,563690.0652,11086.3772,563690.0652,11086.3772,17161.8476235777,17095.0172153935,27082.0734366134,-0.196090447225451
"303","Greece","2016",288159.911,29,2.518,2.518,"23.539094662961499","19.855654692805931","28.09579435277988",35,0.3425,0.5845,-0.825653978391008,-0.3504,56618.0312,544862.099,10943.9877,552419.558,10998.18,16617.7562759503,16702.7723287707,26460.6757105503,-0.487180945040807
"304","Greece","2017",291307.03,29,1.981,1.981,"21.48760948825522","17.817162188587201","26.06840413532829",34.4,0.3392,0.6003,1.12125452031427,-0.3423,58846.4692,534917.3843,10847.5179,543036.9462,10942.5761,16785.2730439151,16809.5127120665,26629.7747446517,1.09214324403369
"305","Greece","2018",296167.259,29,2.224,2.224,"19.291622632724771","15.371056510528661","24.233210180287561",32.9,0.3298,0.6036,0.625621413453588,-0.3605,58636.0086,526677.193,10902.3981,532160.5456,10998.9082,16027.7359689484,16033.5375137059,25400.4681553569,1.66842145896719
"306","Greece","2019",301508.901,24,2.22,2.22,"17.312994654572609","13.983639090687451","21.499817240569762",33.1,0.3264,0.6039,0.25300752203812,-0.4562,60882.9861,NA,NA,NA,NA,16178.3760516156,16178.1810487343,25629.6136887256,1.8035896398663
"307","Greece","2020",274315.412,24,NA,NA,"16.30499397130205","13.54425308639618","19.78910465097557",NA,0.3149,0.6005,-1.24798355581408,-0.4725,NA,NA,NA,NA,NA,16069.1124594581,16234.9282447018,25719.5130850906,-9.01913307030362
"308","Greece","2021",297182.692,22,NA,NA,"14.71433246272144","11.35672110975425","18.919924888596022",NA,0.3161,0.6074,1.22382501019855,-0.4922,NA,NA,NA,NA,NA,16250.0741156285,16250.0741156285,25743.5073041973,8.33612658992706
"309","Hungary","2000",192964.834,18,2.197,NA,"6.4006408427505024","7.0163819211344318","5.6489866617226134",NA,0.2887,0.5908,9.80361016908127,10.976762,2887975,62414000,NA,110722761,NA,1223604.55534327,2859445.15157372,16462.6021061384,4.47919446913043
"310","Hungary","2001",200826.391,18,2.285,NA,"5.7064158203340387","6.3117770209448754","4.9666901996003112",NA,0.3071,0.5925,9.11680911680913,10.487967,3585704,68460000,NA,112048878,NA,1443353.23773301,3076795.87882043,17713.9492558374,4.07408792422769
"311","Hungary","2002",210348.146,18,2.275,NA,"5.8109259187780991","6.1316981982391567","5.4225617822745367",NA,0.3239,0.595,5.26544821583986,8.9,4498734,72172000,NA,114014705,NA,1608279.59795969,3230582.85014516,18599.3426044854,4.74128671664473
"312","Hungary","2003",218918.255,18,2.162,NA,"5.868375614155438","6.1147903359028994","5.5748396193143641",NA,0.324,0.5957,4.66101694915256,11.99,4589896,76878000,NA,115462652,NA,1814426.24524425,3489210.73657314,20088.3335667608,4.07424983912147
"313","Hungary","2004",229874.283,16,2.129,NA,"6.0891339330367424","6.0689410359197202","6.1131002394908132",29.9,0.3167,0.5938,6.74434679569463,9.93,5172076,81513000,NA,117481271,NA,2047573.52047175,3732787.01455657,21490.6683325556,5.00462056030914
"314","Hungary","2005",239745.723,16,2.065,NA,"7.2282854411742399","7.0006592431499683","7.4966324549276324",34.7,0.3338,0.5974,3.56151711378355,5.41,5531743,85956000,NA,119558441,NA,2215577.44073448,3897395.11397211,22438.3618536691,4.29427766828532
"315","Hungary","2006",249206.249,17.33,2.282,NA,"7.4994113765652166","7.1462685141040119","7.9178884848324476",28.3,0.3469,0.6007,3.93032603841,7.978801,6243038,93713000,NA,121749186,NA,2332902.34001282,3973184.51962682,22874.70203962,3.9460666416143
"316","Hungary","2007",249897.48,20,2.727,NA,"7.406264922242582","7.1316409125431663","7.7339442278426596",27.9,0.3497,0.6018,7.95874516544909,7.012037,6312509,100627000,NA,123930293,NA,2470056.07302058,3943719.50755789,22705.0639650879,0.277373060576824
"317","Hungary","2008",252406.308,20,2.572,NA,"7.8183385852790384","7.6648291272671667","8.0008388177602132",27.5,0.3422,0.5996,6.0425125388106,10.122238,6728765,107757000,NA,126291222,NA,2649128.68083081,3998646.8577616,23021.2956335465,1.00394289690315
